"s","d","studage","lectage","service","dept","y"
1244,1295,4,1,1,8,3
1244,1356,4,1,0,14,5
1244,1666,4,4,0,14,3
1244,1672,4,1,0,14,4
1244,1756,4,2,1,11,2
1244,1784,4,3,1,9,5
1244,1797,4,4,0,14,5
1244,2052,4,1,0,14,3
1244,2098,4,4,1,9,5
1245,273,2,1,0,10,1
1245,377,2,2,0,10,5
1245,494,2,1,1,9,3
1245,696,2,2,1,9,3
1245,714,2,2,1,7,3
1245,862,2,2,0,10,4
1245,1172,2,1,0,10,3
1245,1780,2,2,1,11,2
1245,1919,2,1,1,3,3
1245,2079,2,1,1,11,1
1246,92,2,2,0,6,2
1246,260,2,1,1,12,2
1246,281,2,2,0,6,3
1246,827,2,1,1,12,1
1246,1059,2,2,0,6,4
1246,1336,2,1,0,6,1
1246,1369,2,2,0,6,1
1246,1468,2,1,1,11,1
1246,1510,2,1,0,6,4
1246,1676,2,1,0,6,2
1246,1780,2,1,1,11,1
1246,2034,2,1,0,6,3
1246,2083,2,2,0,6,3
1247,119,6,1,0,3,3
1247,129,6,1,1,14,4
1247,240,6,4,0,3,2
1247,275,6,1,0,3,4
1247,335,6,1,1,12,1
1247,508,6,4,1,11,2
1247,523,6,4,1,14,3
1247,575,6,1,0,3,4
1247,621,6,3,1,2,2
1247,638,6,1,0,3,2
1247,661,6,1,0,3,1
1247,722,6,1,0,3,2
1247,944,6,5,1,11,5
1247,959,6,1,0,3,4
1247,1158,6,5,1,9,1
1247,1205,6,3,0,3,5
1247,1244,6,1,0,3,4
1247,1580,6,1,1,14,3
1247,1711,6,1,0,3,5
1247,1881,6,1,0,3,1
1247,1897,6,5,1,6,2
1247,1925,6,5,1,6,4
1247,1939,6,1,0,3,5
1247,1964,6,1,1,12,2
1247,2061,6,1,1,12,4
1247,2085,6,1,0,3,2
1247,2105,6,5,1,6,4
1247,2147,6,4,1,14,1
1248,65,2,1,0,2,3
1248,66,2,1,1,11,5
1248,96,2,1,1,11,2
1248,1084,2,2,1,9,5
1248,1155,2,1,1,11,5
1249,115,8,3,0,5,5
1249,125,8,2,0,5,3
1249,150,8,2,1,8,4
1249,224,8,3,0,5,4
1249,453,8,2,0,5,5
1249,536,8,2,0,5,5
1249,756,8,4,0,5,3
1249,763,8,4,0,5,4
1249,1023,8,4,0,5,4
1249,1056,8,2,1,8,3
1249,1321,8,3,0,5,5
1249,1439,8,2,0,5,4
1249,1696,8,5,0,5,5
1249,1813,8,5,0,5,3
1249,2113,8,2,0,5,5
1250,42,6,6,1,11,3
1250,73,6,1,0,9,3
1250,82,6,4,0,9,5
1250,182,6,3,1,14,4
1250,228,6,1,0,9,4
1250,305,6,3,0,9,1
1250,356,6,2,0,9,5
1250,358,6,5,0,9,2
1250,420,6,1,0,9,4
1250,505,6,2,0,9,4
1250,587,6,1,0,9,2
1250,624,6,1,0,9,3
1250,626,6,4,1,14,3
1250,802,6,6,0,9,5
1250,805,6,4,0,9,2
1250,849,6,5,1,2,2
1250,873,6,2,0,9,5
1250,939,6,4,1,14,3
1250,1123,6,2,1,8,5
1250,1158,6,4,0,9,3
1250,1207,6,5,0,9,5
1250,1275,6,5,1,11,2
1250,1306,6,3,0,9,5
1250,1354,6,1,0,9,3
1250,1418,6,4,1,8,3
1250,1530,6,4,0,9,3
1250,1748,6,6,1,11,2
1250,1763,6,2,0,9,3
1250,1784,6,1,0,9,3
1250,1817,6,6,1,11,3
1250,1893,6,3,0,9,2
1250,2116,6,1,0,9,5
1251,25,4,3,0,5,4
1251,45,4,5,0,5,4
1251,236,4,5,0,5,1
1251,375,4,5,1,1,1
1251,428,4,4,0,5,4
1251,453,4,3,0,5,2
1251,599,4,5,0,5,5
1251,734,4,5,1,11,2
1251,756,4,3,0,5,1
1251,763,4,3,0,5,1
1251,793,4,5,1,12,1
1251,842,4,3,0,5,3
1251,899,4,3,0,5,2
1251,1090,4,3,0,5,5
1251,1317,4,3,0,5,2
1251,1397,4,3,0,5,3
1251,1724,4,5,0,5,3
1251,1902,4,3,1,8,3
1251,1949,4,4,1,8,1
1251,2113,4,5,0,5,3
1252,443,2,2,0,3,2
1252,531,2,1,1,1,5
1252,887,2,1,1,8,4
1252,1176,2,2,0,3,4
1252,1244,2,2,0,3,2
1252,1686,2,1,1,8,1
1252,1718,2,1,1,8,5
1252,1919,2,1,0,3,5
1252,2007,2,2,0,3,5
1253,65,2,1,0,2,5
1253,66,2,1,1,11,4
1253,96,2,1,1,11,2
1253,1084,2,2,1,9,3
1253,1155,2,1,1,11,4
1254,275,2,1,0,3,3
1254,538,2,2,1,11,3
1254,918,2,1,0,3,2
1254,944,2,1,1,11,5
1254,1018,2,2,0,3,3
1254,1557,2,1,0,3,1
1254,1566,2,1,1,9,3
1254,1760,2,1,1,6,3
1254,1842,2,2,0,3,3
1254,1919,2,1,0,3,4
1254,1925,2,1,1,6,3
1255,7,4,1,1,11,5
1255,13,4,1,0,10,4
1255,63,4,4,0,10,5
1255,140,4,1,0,10,4
1255,150,4,2,1,8,3
1255,245,4,1,0,10,2
1255,273,4,3,0,10,1
1255,293,4,1,0,10,1
1255,329,4,3,0,10,1
1255,377,4,4,0,10,3
1255,384,4,1,0,10,2
1255,494,4,3,1,9,5
1255,597,4,2,0,10,5
1255,696,4,4,1,9,1
1255,714,4,4,1,7,4
1255,732,4,1,1,8,4
1255,862,4,4,0,10,3
1255,1056,4,1,1,8,1
1255,1203,4,3,1,3,4
1255,1208,4,2,0,10,4
1255,1437,4,1,0,10,5
1255,1749,4,2,0,10,3
1255,1780,4,4,1,11,1
1255,1782,4,4,1,4,5
1255,1917,4,1,0,10,3
1255,2079,4,3,1,11,3
1255,2084,4,2,0,10,4
1255,2121,4,2,1,2,5
1256,92,4,4,0,6,1
1256,260,4,3,1,12,1
1256,281,4,1,0,6,2
1256,367,4,2,0,6,1
1256,551,4,2,0,6,2
1256,693,4,1,1,2,1
1256,702,4,1,0,6,5
1256,827,4,3,1,12,4
1256,1006,4,1,0,6,5
1256,1059,4,4,0,6,3
1256,1097,4,1,0,6,2
1256,1173,4,1,0,6,1
1256,1219,4,2,0,6,1
1256,1510,4,3,0,6,1
1256,1676,4,3,0,6,4
1256,1687,4,1,0,6,1
1256,1780,4,3,1,11,4
1256,1827,4,1,0,6,4
1256,1879,4,1,0,6,3
1256,1884,4,3,1,11,2
1256,1887,4,2,0,6,2
1256,1963,4,1,0,6,5
1256,2034,4,3,0,6,2
1256,2043,4,2,0,6,5
1256,2074,4,2,0,6,5
1256,2079,4,2,1,11,1
1256,2083,4,4,0,6,4
1257,57,6,5,0,11,2
1257,65,6,4,1,2,4
1257,70,6,3,0,11,3
1257,258,6,2,1,8,1
1257,272,6,4,1,8,4
1257,296,6,1,0,11,5
1257,507,6,6,0,11,3
1257,653,6,2,1,8,1
1257,664,6,1,0,11,3
1257,790,6,2,0,11,1
1257,856,6,6,1,9,5
1257,1072,6,4,1,9,5
1257,1156,6,2,0,11,5
1257,1264,6,2,0,11,5
1257,1468,6,1,0,11,3
1257,1492,6,3,0,11,4
1257,1722,6,5,0,11,5
1257,1755,6,1,0,11,2
1257,1817,6,3,0,11,2
1257,1840,6,4,0,11,4
1257,1845,6,4,0,11,4
1257,2013,6,3,0,11,5
1257,2059,6,1,0,11,2
1258,7,4,1,1,11,5
1258,13,4,1,0,10,5
1258,63,4,4,0,10,3
1258,140,4,1,0,10,3
1258,150,4,2,1,8,4
1258,245,4,1,0,10,4
1258,273,4,3,0,10,2
1258,293,4,1,0,10,4
1258,309,4,3,0,10,3
1258,329,4,3,0,10,3
1258,377,4,4,0,10,3
1258,466,4,3,0,10,4
1258,494,4,3,1,9,4
1258,597,4,2,0,10,2
1258,696,4,4,1,9,2
1258,714,4,4,1,7,4
1258,862,4,4,0,10,4
1258,1056,4,1,1,8,2
1258,1203,4,3,1,3,5
1258,1208,4,2,0,10,4
1258,1749,4,2,0,10,1
1258,1780,4,4,1,11,2
1258,1782,4,4,1,4,4
1258,1917,4,1,0,10,3
1258,1936,4,1,0,10,4
1258,2079,4,3,1,11,2
1258,2084,4,2,0,10,5
1258,2121,4,2,1,2,4
1259,57,4,1,1,11,1
1259,61,4,2,0,14,4
1259,314,4,1,1,11,1
1259,474,4,2,1,1,3
1259,704,4,2,1,11,5
1259,989,4,2,0,14,4
1259,1011,4,1,1,9,4
1259,1049,4,2,1,2,3
1259,1127,4,1,0,14,3
1259,1356,4,1,0,14,2
1259,1672,4,1,0,14,4
1259,1756,4,2,1,11,1
1259,2052,4,1,0,14,3
1260,82,4,2,0,9,4
1260,182,4,1,1,14,5
1260,305,4,1,0,9,2
1260,420,4,2,0,9,4
1260,583,4,4,1,11,5
1260,587,4,1,0,9,2
1260,624,4,3,0,9,2
1260,626,4,2,1,14,2
1260,790,4,4,1,11,3
1260,802,4,4,0,9,3
1260,805,4,1,0,9,4
1260,873,4,1,0,9,5
1260,939,4,2,1,14,4
1260,1123,4,2,1,8,2
1260,1207,4,3,0,9,2
1260,1302,4,2,0,9,2
1260,1306,4,1,0,9,5
1260,1312,4,3,0,9,3
1260,1354,4,1,0,9,3
1260,1504,4,3,1,11,5
1260,1530,4,2,0,9,2
1260,1686,4,1,1,8,3
1260,1817,4,4,1,11,3
1260,1893,4,4,0,9,3
1260,2100,4,2,0,9,2
1260,2116,4,1,0,9,4
1260,2160,4,3,1,2,3
1261,583,2,2,1,11,1
1261,624,2,1,0,9,3
1261,790,2,1,1,11,1
1261,849,2,1,1,2,5
1261,1119,2,2,0,9,4
1261,1207,2,1,0,9,4
1261,1312,2,1,0,9,4
1261,1354,2,2,0,9,5
1261,1492,2,2,1,11,3
1261,1817,2,2,1,11,1
1261,1893,2,2,0,9,5
1262,95,8,4,0,10,1
1262,248,8,4,0,10,4
1262,323,8,3,0,10,5
1262,429,8,1,0,10,2
1262,598,8,3,0,10,5
1262,732,8,1,1,8,3
1262,831,8,1,0,10,4
1262,887,8,1,1,8,4
1262,973,8,3,1,4,5
1262,991,8,1,0,10,1
1262,1185,8,5,1,4,1
1262,1198,8,1,0,10,5
1262,1438,8,1,1,4,3
1262,1685,8,1,1,4,2
1262,1696,8,3,1,5,4
1262,1739,8,1,1,3,5
1262,1749,8,5,0,10,1
1262,2084,8,1,0,10,4
1263,37,6,2,1,15,4
1263,63,6,6,0,10,3
1263,95,6,2,0,10,2
1263,140,6,4,0,10,3
1263,150,6,2,1,8,2
1263,196,6,2,0,10,5
1263,248,6,2,0,10,3
1263,273,6,5,0,10,1
1263,323,6,2,0,10,4
1263,369,6,3,1,6,2
1263,377,6,2,0,10,3
1263,382,6,1,0,10,3
1263,429,6,2,0,10,3
1263,499,6,4,0,10,5
1263,554,6,3,1,6,2
1263,598,6,2,0,10,2
1263,606,6,3,0,10,2
1263,696,6,6,1,9,3
1263,714,6,6,1,7,3
1263,827,6,2,1,12,5
1263,831,6,1,0,10,4
1263,862,6,6,0,10,3
1263,1056,6,4,1,8,5
1263,1172,6,5,0,10,4
1263,1198,6,2,0,10,4
1263,1203,6,5,1,3,4
1263,1412,6,2,1,12,4
1263,1457,6,2,1,4,4
1263,1529,6,4,0,10,2
1263,1596,6,2,0,10,2
1263,1610,6,5,1,9,4
1263,1622,6,2,0,10,3
1263,1685,6,2,1,4,4
1263,1749,6,2,0,10,1
1263,1780,6,6,1,11,2
1263,1782,6,2,1,4,5
1263,1877,6,3,1,7,1
1263,1917,6,1,0,10,2
1263,2034,6,3,1,6,4
1263,2079,6,5,1,11,3
1263,2084,6,2,0,10,5
1263,2121,6,4,1,2,4
1264,119,8,1,0,3,2
1264,240,8,5,0,3,3
1264,275,8,1,0,3,2
1264,474,8,4,1,1,1
1264,508,8,6,1,11,2
1264,512,8,6,0,3,2
1264,538,8,5,1,11,3
1264,575,8,1,0,3,3
1264,621,8,5,1,2,1
1264,638,8,1,0,3,1
1264,661,8,1,0,3,5
1264,718,8,5,0,3,2
1264,722,8,1,0,3,2
1264,959,8,1,0,3,3
1264,1155,8,6,1,11,1
1264,1205,8,5,0,3,4
1264,1244,8,1,0,3,2
1264,1303,8,6,1,9,1
1264,1632,8,2,0,3,3
1264,1659,8,6,1,11,4
1264,1709,8,2,1,11,2
1264,1711,8,1,0,3,3
1264,1755,8,4,1,11,3
1264,1781,8,1,0,3,1
1264,1881,8,1,0,3,1
1264,1925,8,6,1,6,1
1264,1939,8,1,0,3,3
1264,2007,8,1,0,3,3
1264,2061,8,1,1,12,1
1264,2085,8,1,0,3,4
1264,2147,8,6,1,14,1
1265,42,6,6,1,11,2
1265,53,6,1,0,9,4
1265,70,6,6,1,11,3
1265,82,6,1,0,9,4
1265,102,6,1,1,1,1
1265,182,6,3,1,14,5
1265,228,6,2,0,9,4
1265,298,6,2,0,9,3
1265,305,6,2,0,9,3
1265,356,6,1,0,9,2
1265,358,6,5,0,9,3
1265,420,6,1,0,9,4
1265,587,6,2,0,9,2
1265,624,6,1,0,9,4
1265,802,6,6,0,9,3
1265,805,6,1,0,9,4
1265,873,6,1,0,9,4
1265,1123,6,2,1,8,1
1265,1207,6,5,0,9,3
1265,1302,6,2,0,9,5
1265,1306,6,3,0,9,3
1265,1354,6,3,0,9,2
1265,1530,6,4,0,9,4
1265,1686,6,1,1,8,2
1265,1763,6,2,0,9,2
1265,1784,6,2,0,9,4
1265,1817,6,6,1,11,4
1265,1893,6,6,0,9,2
1265,2116,6,1,0,9,4
1265,2160,6,6,1,2,3
1266,275,2,1,0,3,3
1266,432,2,1,0,3,2
1266,538,2,2,1,11,1
1266,918,2,1,0,3,2
1266,944,2,1,1,11,5
1266,1018,2,2,0,3,3
1266,1566,2,1,1,9,3
1266,1842,2,2,0,3,2
1266,1919,2,1,0,3,2
1267,19,2,2,0,15,5
1267,150,2,1,1,8,3
1267,214,2,2,1,4,1
1267,260,2,1,1,12,4
1267,296,2,1,1,11,2
1267,297,2,2,1,9,1
1267,307,2,2,1,2,2
1267,352,2,2,0,15,2
1267,527,2,2,0,15,3
1267,554,2,1,1,6,1
1267,603,2,2,1,8,1
1267,827,2,1,1,12,3
1267,973,2,2,1,4,1
1267,1028,2,2,1,4,2
1267,1036,2,2,1,7,1
1267,1284,2,2,1,4,1
1267,1500,2,1,1,12,4
1267,1537,2,1,1,12,2
1267,1594,2,1,1,4,1
1267,1603,2,2,0,15,1
1267,1612,2,1,1,6,3
1267,1701,2,1,1,2,2
1267,1736,2,2,1,12,3
1267,1877,2,1,1,7,1
1267,2034,2,1,1,6,1
1268,8,2,3,0,12,2
1268,56,2,3,0,12,1
1268,102,2,1,1,1,1
1268,109,2,5,1,6,1
1268,188,2,1,0,12,1
1268,220,2,1,0,12,2
1268,295,2,5,0,12,3
1268,335,2,4,0,12,2
1268,438,2,1,1,1,3
1268,454,2,6,1,6,1
1268,470,2,4,0,12,3
1268,623,2,1,0,12,5
1268,691,2,4,0,12,5
1268,780,2,1,0,12,4
1268,827,2,5,0,12,2
1268,829,2,1,1,1,4
1268,844,2,3,0,12,5
1268,864,2,1,0,12,4
1268,932,2,2,0,12,4
1268,1048,2,3,0,12,5
1268,1086,2,6,1,6,5
1268,1092,2,1,0,12,3
1268,1140,2,1,0,12,3
1268,1191,2,1,0,12,3
1268,1258,2,1,0,12,5
1268,1263,2,3,1,14,1
1268,1301,2,1,0,12,3
1268,1411,2,3,0,12,3
1268,1471,2,5,1,6,3
1268,1673,2,3,1,1,2
1268,1701,2,5,1,2,3
1268,1718,2,1,1,8,4
1268,1780,2,6,1,11,2
1268,1892,2,3,0,12,4
1268,1904,2,1,1,1,4
1268,1948,2,6,1,15,4
1268,1964,2,4,0,12,4
1268,1966,2,3,0,12,1
1268,2015,2,4,0,12,4
1269,65,2,1,0,2,2
1269,66,2,1,1,11,3
1269,96,2,1,1,11,2
1269,573,2,1,1,11,2
1269,1084,2,2,1,9,1
1269,1123,2,2,1,8,2
1269,1155,2,1,1,11,1
1270,17,4,3,0,2,5
1270,42,4,3,1,11,5
1270,96,4,3,1,11,3
1270,314,4,2,1,11,5
1270,474,4,4,1,1,3
1270,603,4,4,1,8,2
1270,944,4,4,1,11,3
1270,1067,4,1,0,2,4
1270,1084,4,4,1,9,3
1270,1161,4,3,1,11,4
1270,1275,4,4,1,11,5
1270,1361,4,2,0,2,2
1270,1504,4,1,1,11,5
1270,1694,4,1,0,2,1
1271,34,6,3,1,14,2
1271,53,6,3,1,9,1
1271,119,6,1,0,3,3
1271,240,6,4,0,3,3
1271,275,6,1,0,3,1
1271,508,6,4,1,11,2
1271,538,6,3,1,11,4
1271,575,6,1,0,3,5
1271,621,6,3,1,2,1
1271,638,6,1,0,3,3
1271,934,6,1,0,3,2
1271,944,6,5,1,11,4
1271,959,6,1,0,3,3
1271,989,6,1,1,14,5
1271,1158,6,5,1,9,2
1271,1205,6,3,0,3,3
1271,1244,6,1,0,3,4
1271,1295,6,4,1,8,4
1271,1355,6,2,0,3,4
1271,1371,6,4,1,8,3
1271,1398,6,3,1,8,4
1271,1565,6,2,0,3,4
1271,1582,6,1,1,2,4
1271,1711,6,1,0,3,4
1271,1842,6,6,0,3,5
1271,1881,6,1,0,3,4
1271,1897,6,5,1,6,1
1271,1925,6,5,1,6,5
1271,2036,6,4,1,8,3
1271,2050,6,1,0,3,2
1271,2061,6,1,1,12,2
1271,2085,6,1,0,3,2
1271,2105,6,5,1,6,2
1271,2147,6,4,1,14,3
1272,112,6,2,0,15,4
1272,155,6,1,0,15,5
1272,203,6,3,1,4,2
1272,260,6,5,1,12,5
1272,296,6,4,1,11,3
1272,299,6,3,1,4,3
1272,392,6,1,0,15,5
1272,408,6,3,1,12,1
1272,554,6,4,1,6,1
1272,646,6,3,1,12,2
1272,717,6,1,0,15,4
1272,760,6,3,0,15,1
1272,823,6,1,0,15,1
1272,827,6,4,1,12,5
1272,925,6,2,0,15,5
1272,971,6,2,0,15,1
1272,1110,6,2,0,15,4
1272,1129,6,3,0,15,2
1272,1180,6,1,0,15,3
1272,1279,6,4,1,2,1
1272,1338,6,1,0,15,1
1272,1392,6,4,0,15,4
1272,1500,6,5,1,12,4
1272,1537,6,5,1,12,5
1272,1594,6,4,1,4,1
1272,1603,6,1,0,15,5
1272,1717,6,2,0,15,5
1272,1755,6,3,1,11,1
1272,1898,6,2,0,15,1
1272,2055,6,3,1,12,2
1272,2068,6,1,0,15,1
1273,92,4,4,0,6,3
1273,260,4,3,1,12,4
1273,367,4,2,0,6,2
1273,551,4,2,0,6,1
1273,702,4,1,0,6,5
1273,827,4,3,1,12,5
1273,936,4,1,0,6,2
1273,1006,4,1,0,6,4
1273,1059,4,4,0,6,4
1273,1097,4,1,0,6,5
1273,1173,4,1,0,6,3
1273,1219,4,2,0,6,1
1273,1510,4,3,0,6,2
1273,1676,4,3,0,6,4
1273,1780,4,3,1,11,2
1273,1827,4,1,0,6,2
1273,1879,4,1,0,6,5
1273,1884,4,3,1,11,1
1273,1963,4,1,0,6,4
1273,2034,4,3,0,6,2
1273,2043,4,2,0,6,3
1273,2074,4,2,0,6,5
1273,2079,4,2,1,11,2
1273,2083,4,4,0,6,3
1274,275,2,1,0,3,2
1274,432,2,1,0,3,3
1274,538,2,2,1,11,3
1274,918,2,1,0,3,1
1274,944,2,1,1,11,4
1274,1018,2,2,0,3,1
1274,1557,2,1,0,3,1
1274,1566,2,1,1,9,3
1274,1760,2,1,1,6,2
1274,1842,2,2,0,3,3
1274,1919,2,1,0,3,2
1274,1925,2,1,1,6,4
1275,65,2,1,0,2,5
1275,66,2,1,1,11,5
1275,96,2,1,1,11,1
1275,1084,2,2,1,9,4
1275,1155,2,1,1,11,1
1275,2013,2,2,1,11,2
1276,158,8,4,0,6,2
1276,304,8,2,0,6,3
1276,389,8,3,0,6,5
1276,397,8,4,0,6,3
1276,423,8,2,0,6,3
1276,437,8,2,0,6,4
1276,574,8,2,0,6,4
1276,601,8,3,0,6,4
1276,610,8,3,0,6,2
1276,846,8,2,0,6,5
1276,876,8,3,0,6,3
1276,1046,8,2,0,6,3
1276,1125,8,4,0,6,5
1276,1178,8,3,0,6,5
1276,1281,8,4,0,6,3
1276,1329,8,4,0,6,4
1276,1339,8,3,0,6,2
1276,1366,8,3,0,6,2
1276,1400,8,3,0,6,3
1276,1503,8,2,0,6,2
1276,1546,8,3,0,6,5
1276,1609,8,3,0,6,4
1276,1662,8,3,0,6,4
1276,1726,8,2,0,6,3
1276,1745,8,3,0,6,2
1276,1758,8,3,0,6,3
1276,1898,8,4,1,15,5
1276,1965,8,2,0,6,1
1276,2025,8,4,0,6,3
1276,2045,8,2,0,6,3
1277,19,8,3,1,15,2
1277,67,8,6,0,4,3
1277,79,8,5,0,4,5
1277,128,8,3,0,4,5
1277,132,8,3,0,4,3
1277,137,8,4,0,4,2
1277,217,8,3,0,4,5
1277,230,8,6,0,4,4
1277,307,8,5,1,2,4
1277,530,8,4,0,4,3
1277,591,8,3,0,4,4
1277,598,8,3,1,10,5
1277,600,8,4,0,4,4
1277,603,8,3,1,8,5
1277,606,8,3,1,10,5
1277,672,8,4,1,1,4
1277,682,8,3,0,4,4
1277,693,8,5,1,2,1
1277,827,8,5,1,12,2
1277,828,8,4,0,4,2
1277,879,8,1,0,4,5
1277,883,8,3,0,4,2
1277,888,8,1,1,15,5
1277,893,8,4,0,4,3
1277,945,8,3,0,4,4
1277,972,8,4,0,4,2
1277,1040,8,3,1,15,4
1277,1054,8,4,0,4,5
1277,1241,8,4,0,4,4
1277,1254,8,3,0,4,3
1277,1284,8,3,0,4,4
1277,1310,8,3,0,4,3
1277,1346,8,1,0,4,4
1277,1375,8,4,0,4,5
1277,1379,8,4,0,4,4
1277,1554,8,3,0,4,1
1277,1607,8,4,0,4,5
1277,1620,8,3,0,4,4
1277,1736,8,4,1,12,5
1277,1739,8,4,1,3,5
1277,1998,8,4,0,4,4
1277,2026,8,3,1,8,5
1277,2077,8,4,0,4,4
1277,2099,8,4,0,4,5
1277,2110,8,4,0,4,5
1278,17,4,3,0,2,4
1278,42,4,3,1,11,1
1278,96,4,3,1,11,2
1278,314,4,2,1,11,3
1278,721,4,2,1,8,4
1278,732,4,1,1,8,5
1278,944,4,4,1,11,4
1278,1067,4,1,0,2,2
1278,1084,4,4,1,9,2
1278,1161,4,3,1,11,5
1278,1275,4,4,1,11,5
1278,1295,4,2,1,8,4
1278,1361,4,2,0,2,3
1278,1504,4,1,1,11,5
1278,1694,4,1,0,2,2
1278,1718,4,1,1,8,4
1279,65,2,1,0,2,3
1279,66,2,1,1,11,5
1279,96,2,1,1,11,5
1279,1084,2,2,1,9,3
1279,1155,2,1,1,11,4
1280,273,2,1,0,10,1
1280,377,2,2,0,10,2
1280,494,2,1,1,9,4
1280,696,2,2,1,9,1
1280,714,2,2,1,7,3
1280,862,2,2,0,10,1
1280,1172,2,1,0,10,2
1280,1780,2,2,1,11,4
1280,1919,2,1,1,3,4
1280,2079,2,1,1,11,4
1281,57,6,3,1,11,3
1281,99,6,1,0,1,2
1281,193,6,1,1,10,3
1281,250,6,2,0,1,5
1281,369,6,5,1,6,2
1281,442,6,1,0,1,3
1281,554,6,5,1,6,2
1281,590,6,6,1,12,1
1281,702,6,4,1,6,2
1281,838,6,4,1,12,1
1281,866,6,4,1,2,4
1281,868,6,1,0,1,3
1281,944,6,5,1,11,3
1281,969,6,2,1,2,1
1281,977,6,5,1,6,2
1281,1012,6,2,1,2,2
1281,1029,6,1,0,1,4
1281,1050,6,5,1,6,2
1281,1088,6,2,0,1,3
1281,1145,6,3,1,6,4
1281,1156,6,6,1,11,1
1281,1173,6,3,1,6,3
1281,1247,6,1,0,1,4
1281,1304,6,1,0,1,3
1281,1414,6,1,0,1,4
1281,1443,6,6,0,1,2
1281,1548,6,1,0,1,5
1281,1602,6,1,0,1,1
1281,1612,6,5,1,6,1
1281,1615,6,1,0,1,1
1281,1627,6,2,0,1,4
1281,1631,6,4,0,1,4
1281,1632,6,2,1,3,5
1281,1686,6,1,1,8,4
1281,1687,6,4,1,6,2
1281,1755,6,4,1,11,4
1281,1812,6,2,0,1,2
1281,1819,6,4,0,1,5
1281,1827,6,4,1,6,3
1281,1837,6,5,1,6,2
1281,1877,6,5,1,7,3
1281,1942,6,2,0,1,3
1281,1945,6,2,0,1,4
1281,1993,6,2,0,1,3
1281,2013,6,5,1,11,1
1281,2034,6,5,1,6,1
1281,2076,6,3,0,1,3
1281,2079,6,4,1,11,1
1281,2090,6,1,0,1,3
1282,442,2,2,0,1,4
1282,554,2,1,1,6,2
1282,590,2,2,1,12,2
1282,664,2,2,1,11,3
1282,868,2,1,0,1,4
1282,944,2,1,1,11,5
1282,1049,2,1,1,2,4
1282,1088,2,2,0,1,4
1282,1548,2,2,0,1,3
1282,1819,2,2,0,1,4
1282,1845,2,1,1,11,3
1283,82,4,2,0,9,5
1283,182,4,1,1,14,4
1283,305,4,1,0,9,1
1283,358,4,5,0,9,1
1283,420,4,2,0,9,3
1283,583,4,4,1,11,2
1283,587,4,1,0,9,3
1283,624,4,3,0,9,2
1283,626,4,2,1,14,2
1283,802,4,4,0,9,5
1283,805,4,1,0,9,4
1283,849,4,5,1,2,5
1283,873,4,1,0,9,4
1283,939,4,2,1,14,4
1283,1207,4,3,0,9,5
1283,1275,4,5,1,11,4
1283,1302,4,2,0,9,3
1283,1354,4,1,0,9,3
1283,1504,4,3,1,11,5
1283,1530,4,2,0,9,3
1283,1817,4,4,1,11,4
1283,1893,4,4,0,9,3
1283,2100,4,2,0,9,1
1283,2116,4,1,0,9,4
1283,2160,4,3,1,2,3
1284,65,2,1,0,2,3
1284,66,2,1,1,11,4
1284,96,2,1,1,11,5
1284,817,2,2,1,4,4
1284,1084,2,2,1,9,5
1284,1155,2,1,1,11,1
1284,1325,2,2,1,4,3
1285,17,4,6,1,2,5
1285,69,4,6,1,2,4
1285,82,4,2,0,9,3
1285,157,4,6,1,11,4
1285,182,4,1,1,14,5
1285,187,4,6,1,11,3
1285,305,4,1,0,9,2
1285,420,4,2,0,9,5
1285,550,4,6,1,8,5
1285,583,4,4,1,11,2
1285,587,4,1,0,9,4
1285,622,4,6,1,11,1
1285,624,4,3,0,9,4
1285,626,4,2,1,14,4
1285,790,4,4,1,11,3
1285,802,4,4,0,9,5
1285,805,4,1,0,9,3
1285,856,4,6,0,9,2
1285,873,4,1,0,9,5
1285,939,4,2,1,14,1
1285,1115,4,6,1,11,5
1285,1207,4,3,0,9,4
1285,1275,4,6,1,11,4
1285,1302,4,2,0,9,3
1285,1306,4,1,0,9,3
1285,1312,4,3,0,9,5
1285,1354,4,1,0,9,3
1285,1530,4,2,0,9,4
1285,1722,4,6,1,11,5
1285,1817,4,4,1,11,1
1285,1845,4,6,1,11,4
1285,1893,4,4,0,9,3
1285,2100,4,2,0,9,3
1285,2116,4,1,0,9,3
1285,2160,4,3,1,2,3
1286,25,2,1,0,5,5
1286,45,2,1,0,5,5
1286,183,2,2,1,8,5
1286,236,2,1,0,5,5
1286,561,2,1,1,1,2
1286,599,2,1,0,5,4
1286,670,2,1,0,5,2
1286,842,2,1,0,5,3
1286,899,2,1,0,5,5
1286,1041,2,1,0,5,4
1286,1321,2,2,0,5,5
1286,1425,2,1,1,11,1
1286,1461,2,1,0,5,4
1286,2057,2,2,0,5,5
1286,2113,2,1,0,5,4
1287,24,8,1,0,4,1
1287,27,8,5,1,6,2
1287,67,8,2,0,4,3
1287,79,8,5,0,4,5
1287,118,8,6,0,4,4
1287,122,8,2,0,4,5
1287,128,8,3,0,4,5
1287,137,8,2,0,4,3
1287,145,8,2,1,7,3
1287,147,8,6,0,4,2
1287,206,8,2,0,4,4
1287,230,8,6,0,4,5
1287,296,8,6,1,11,4
1287,307,8,5,1,2,5
1287,390,8,3,1,7,1
1287,401,8,6,0,4,4
1287,535,8,3,0,4,4
